,recipe_title,raw_ingre,main_ingredients,ingredients,steps,method_type,cook_time,difficult,kcal,feature,raw_ingre_sep
21,파프리카버섯볶음,"{'파프리카 빨강이': '1개', '파프리카 노랑이': '1개', '느타리버섯': '1팩', '대파': '2대', '올리브유': '1수저', '굴 소스': '1~2수저', '깨': '1작은 수저'}","채소류,버섯류",조미료,"1.굴소스 이용한 초간단 반찬이에요. 아이들 반찬으로 만드신다면 굴소스 1큰술만! 어른들 드신다면 2수저 넣어 짭조름해도 괜찮아요.,2.파프리카버섯볶음 재료  재료 샷 찰칵~! 흐르는 물에 씻어주고요.,3.대파는 손가락 길이 정도로 잘라주세요.,4.파프리카도 손가락 길이 정도로 잘라주세요.,5.이때 파프리카 위아래 꽁다리 부분은,6.다져서 냉동실에 넣어놓으면 다양하게 쓰여요.,7.요렇게 담아두면 볶음밥, 짜장, 카레, 계란찜 등에 넣어 활용 가능해요! 요거 활용하는 레시피도 조만간 바로 올리도록 하죠^^,8.느타리버섯은 흐르는 물에 가볍게 씻어주고 잘게 찢어 준비했어요.,9.올리브유를 두른 팬에 중불로 파프리카를 먼저 볶아주세요.,10.파프리카를 볶다가 느타리버섯을 넣어주고~,11.굴 소스 1 큰 술 넣어주었어요. 느타리버섯에서 물이 생기지 않게 센 불로 휘리릭 볶아주는 게 포인트!,12.굴 소스가 잘 버무려지면,13.막으로 대파를 넣어 볶아줍니다.,14.숨만 죽을 정도로!,15.깨 1 작은 수저 넣어 마무리~!,16.색감 이쁜 파프리카 버섯볶음 완성~! 대파 대신 부추를 넣어도 맛있어요. 아이들 반찬으로 만들었는데~맛있고요. 가끔은 여기다 당면을 불려 함께 볶아주기도 하는데 유리가 좋아해요.",볶음,10분 이내,아무나,,,"채소류,버섯류,조미료"
22,꽈리고추 햄볶음,"{'꽈리고추': '20개', '햄': '140g', '양파': '1/2개', '진간장': '2T', '굴소스': '1/2T', '마늘': '3쪽', '올리고당': '2T', '식용유': '1T', '참기름': '1T'}","채소류,조리가공품류","채소류,조미료","1.꽈리고추(20개)는 먹기좋게 3등분해서 썰어 주시구요~,2.햄(140g)도 썰어 주세요~,3.양파1/2개 마늘3쪽도(다진마늘1T)도 준비해 주시구요~,4.식용유1T+참기름1T두른후 양파먼저 슥슥 볶아 주시다가~,5.햄넣고 볶아 주세요~ (약불에서 볶아 주세요^^),6.양파가 살짝 투명해지면 다진마늘 넣어서 볶아 주시다가~,7.꽈리고추 넣고 볶다가~,8.진간장2T,굴소스1/2T,물엿이나 올리고당2T넣고 볶아 주심 끝이에용^^ (굴소스 없으시면 간장 더넣어 주심 되셔요~),9.꽈리고추는 너무 익히시면 냉장고 들어갔다 나왔을때 숨이 죽어 맛없는 비주얼이 되요~살짝 덜익었다 싶으실때까지 볶아 주시면 아삭하면서 맛있어용^~^  간단방법 이지만 완전 맛있고 밥반찬으로 딱 좋아용^^",볶음,10분 이내,아무나,,,"채소류,조리가공품류,조미료"
23,삼겹살 강정,"{'두툼한 돼지고기': '300-400g', '부침가루': '1어른 밥숟가락', '튀김가루': '2어른 밥숟가락', '식용유': '0.5어른 밥숟가락', '일반 후라이팬': '1개', '케첩': '3어른 밥숟가락', '고추장': '1어른 밥숟가락', '설탕': '1어른 밥숟가락', '다진마늘': '0.5어른 밥숟가락', '올리고당': '2어른 밥숟가락', '간장': '2어른 밥숟가락'}","육류,조미료","난류,조미료","1.재료 중간에 양념을 만들면 급해서 가슴이 너무 뛰니까 먼저 양념 레시피를 다 섞어서 잠시 놓아둡니다,2.두툼한 삼겹살입니다. 신혼부부 2명 먹을거면 이 정도. 요새는 핏기 흡수제 같은게 있어서 안닦아도 되지만, 동네 정육점에서 사셨으면 키친타올로 조금 닦아주세요아이들이 있다고 하면 한 근(600g)이 조금 안되게 고기를 사시면 될 거 같아요. 소스가 묻기 때문에 생각보다 포만감이 듭니다.,3.그래도 강정인데, 1-2cm정도로 썰어주시면 좋습니다. (남편 엄지손가락 1개정도의 너비),4.도마에 부침가루, 튀김가루를 적절히 뿌려주세요. 다른 그릇 쓰면 설겆이 거리가 늘어납니다.,5.주변에 튀지 않게 손으로 조물 조물 해주시면 이 요리의 2/3이 끝납니다. 튀면 혼납니다.,6.식용유는 아껴야 하니까 조금만 써주세요. 돼지고기에서 기름이 많이 나오겠지만, 처음에 늘러붙지 않게 하기 위함입니다. 잘 둘러주세요중불입니다,7.후라이팬 위 허공에 손을 가져갔을 때, 살짝 따듯한 기운이 돌면 살살 내려놓습니다. (손이 후라이팬에 닿으면 혼납니다)중불입니다. ,8.고기의 4면을 돌려가면서 갈색빛으로 익혀줍니다. 이때 기름이 많이 튈수 있으므로, 고기를 한쪽으로 몰아서 키친 타올로 닦아주세요. 많이 튀면 혼납니다.중불에서 약불로 갑니다고기는 한쪽으로 몰아가면서 기름을 닦아주면 됩니다. 괜히 고기 건지지 마세요.,9.기름을 닦아내시고 최대한 약불에서 그냥 소스 부으세요.최대한 약불입니다!!표면이 우퉁퉁한 후라이팬은 소스가 탈 위험이 있으니 주의하세요.,10.쉐킷쉐킷 섞어주세요. 소스 튀면 혼납니다.계속 약불입니다.,11.접시에 답고 필터 넣지 않고 찍어주시면 완성.보기 좋게 향신료 좀 뿌려주시면 사랑받습니다.",볶음,15분 이내,아무나,,,"육류,난류,조미료"
24,목살간장볶음,"{'목살': '3장', '간장': '4숟가락', '올리고당': '2숟가락', '설탕': '1숟가락', '후추': '', '다진마늘': '0.5숟가락', '참기름': '1숟가락', '깨': '', '양파': '', '브로콜리': '', '대파': ''}",육류,"채소류,조미료","1.시간이 어느정도 있어서 고기를 재워놓고 볶으려고 위의 양념재료를 넣고 양념장 부터 만들어 주었어요,2.목살은 깍둑썰기로 잘라주고 양념장에 버무려서 냉장숙성 30분정도 했답니다,3.팬에 기름없이 양념된 고기를 바글바글 볶아주다가,4.양파와 브로콜리를 넣고 볶아주세요~ 저는 집에 있는 야채를 이용해서 넣었어요 ㅋㅋ 당근이라던지 다른 야채가 있으시면 추가로 넣으시면 더 맛있을거 같네요^^,5.고기가 어정도 익어가면 대파와 깨를 넣고 마무리로 볶아주시면 끝",볶음,60분 이내,초급,,,"채소류,육류,조미료"
25,맛살볶음,"{'맛살': '5줄', '대파': '적당량', '굴소스': '취향껏', '통깨': '', '카놀라유': ''}",해산물,조미료,"1.맛살 먹기좋게 썰고 대파는 어슷썰기,2.예열된 팬에 기름을 두르고 맛살을 볶아준다,3.대파,굴소스 넣고 볶아준다,4.마무리 통깨 솔솔 뿌려 휘리릭~ 볶아 접시에 담아낸다",볶음,10분 이내,아무나,,,"채소류,해산물,조미료"
26,버터갈릭새우,"{'새우': '20마리', '버터': '20g', '올리고당': '2큰술', '다진 마늘': '1큰술', '파슬리': '약간', '후추': '약간', '올리브유': '약간', '소금': '약간'}","해산물,유제품","채소류,조미료","1.새우는 껍질을 깐 뒤 내장을 제거한다.,2.손질한 새우에 소금, 올리브유, 후추를 약간씩 넣고 버무린 다음 10분간 재운다.,3.버터 20g, 다진 마늘 2큰술, 올리고당 2큰술, 파슬리 가루 약간을 넣어 버터갈릭 소스를 만든다.,4.프라이팬을 중불로 달군 뒤 새우를 넣고 굽는다.,5.새우가 살짝 익으면 만들어 둔 버터갈릭 소스를 넣고 볶는다.,6.버터갈릭 소스가 졸아들 때까지 계속 볶으면 버터갈릭새우가 완성된다.",볶음,15분 이내,아무나,,,"채소류,해산물,유제품,조미료"
27,간장파스타,"{'파스타면': '1인분(1인분 500원동전만큼)', '양파': '1/2개', '베이컨': '70g', '마늘': '2쪽', '청양고추': '3개', '올리브유(또는식용유)': '조금', '간장': '2T', '참기름': '1T', '설탕': '1T'}","채소류,조리가공품류","조미료,기타","1.재료:파스타면500원짜리동전만큼,양파1/2개,마늘2쪽(큰거기준_마늘이 작다면 3-4개정도준비해주세요)청양고추3개,베이컨70g,올리브유또는식용유 양념재료:간장2스푼,참기름1스푼,설탕1스푼 (1인분기준/밥숟가락기준),2.파스타면을 500원짜리 동전만큼 준비해주세요 저정도 양이 1인분의 양이랍니다.,3.냄비에 물을넣고 물이 끓기시작하면 파스타면을 넣어주세요 그리고 올리브유를 1스푼넣어주세요 올리브유 없으시면 식용유로 하셔도 된답니다. 이렇게해서 8분정도 삶아주세요 전 꼬들꼬들한 식감을 좋아해서 8분정도 삶아주었는데 좀더 말캉한(?) 식감을 원하시면 10분정도 삶아주시면 됩니다.,4.파스타면이 삶아지는동안 야채를 준비할께요! 양파1/2개와 청양고추3개,마늘2쪽을 준비해서 썰어주시고 사진에는 없지만 베이컨도 먹기좋게 잘라주세요 여기서 새우살이 있으면 새우를 넣으시면 좀더 맛있는데 전 패스했습니다. 매운거 못드시는분들은 청양고추를 2개만 넣으시구요~ 매콤한걸 좋아하시면 4개정도 넣으시면 충분히 칼칼하게 드실수 있어요!,5. 양념장은 간장2스푼,참기름1스푼,설탕1스푼을 넣어서 잘섞어주시면 간장파스타의 양념장이 완성됩니다.,6. 야채를 준비하는동안 파스타면이 삶아졌을거예요~ 찬물에 헹구지 마시고~ 그냥 체이 받쳐서 물기만 제거해주세요,7.후라이팬을 준비해서 식용유나 올리브유를 넣고 마늘 썰어두었던걸 넣고 살살 볶아줍니다.,8.마늘이 노릇해지기 시작하면 베이컨을 넣어줍니다. 베이컨은 자체에서 기름이 나오기 때문에 베이컨을 넣자마자 양파를 넣어서 같이 볶아주세요,9.양파가 분리가 되기 시작하면 청양고추를 썰어두었던것을 넣어주세요.,10.물기를 제거해서 놔두었던 파스타면을 넣어줍니다. 그리고 만들어 두었던 간장파스타의 양념을 넣어줍니다.,11.2분에서3분넣도 더 볶아내면 간장파스타 완성입니다!!",볶음,30분 이내,아무나,,,"채소류,조리가공품류,조미료,기타"
28,브로콜리 새우 볶음,"{'자숙새우': '12마리', '브로콜리': '1공기', '소금': '1작은술', '식용유': '1작은술', '다진마늘': '1작은술', '마요네즈': '1큰술', '굴소스': '1/2큰술', '맛술': '1큰술', '후추': '약간'}","채소류,해산물",조미료,"1.브로콜리는 한송이씩 떼어내주세요.,2.냉동자숙새우는 찬물에 담가서 해동해주세요(5~10분 정도),3.브로콜리에 소금을 뿌리고, 끓인물을 부은후 바로 건져 찬물에 헹궈주세요.,4.체반에 받쳐 물기를 빼주세요.,5.해동한 자숙새우와 브로콜리는 키친타올로 남아있는 물기를 닦아주세요.,6.팬에 식용유 1작은술을 두르고, 다진마늘 1작은술을 넣고 볶아주다가,7.마요네즈 1큰술,굴소스 1/2큰술,맛술 1큰술,후추 약간 넣고 섞어준후 (약불에서),8.자숙새우와 브로콜리를 넣고 볶아주세요.,9.센불에서 재빨리 30초에서 1분정도 볶아주세요.,10.완성그릇에 담아주세요.",볶음,15분 이내,아무나,,,"채소류,해산물,조미료"
29,부추 달걀 볶음,"{'부추': '1줌', '달걀': '4개', '식용유': '2큰술', '밥': '2공기', '굴소스': '1큰술', '참기름': '1큰술'}","채소류,난류","곡류,조미료","1.부추는 적당한 크기로 썰고 달걀은 여러번 저어서 곱게 풀어 놓습니다,2.팬에 식용유를 두르고 뜨거워지면 달걀을 붓고 젓가락으로 저으면서 익혀주세요,3.부추와 굴소스를 넣고 볶아주세요,4.달걀과 섞은후 불을 끄고 참기름을 넣고 저어준후,5.그릇에 밥 한공기를 담고 그위에 부추 달걀 볶음을 담아주세요.",볶음,15분 이내,아무나,,,"채소류,곡물전분류,난류,조미료"
30,메추리알볶음,"{'메추리알': '1봉지', '비엔나소세지': '2봉지', '청양고추': '1~3개', '고추장': '1~1.5T', '케첩': '4~5T', '진간장': '1~1.5T', '설탕': '2T', '물': '5~7T'}","조리가공품류,난류","조미료,기타","1.양념들은 한군데 모두  넣고 잘 섞어주세요여기서 간보시고 고추장이 많으면 케첩을 좀 더 넣어주세요!,2.비엔나는 칼집을 내어줍니다,3.식용유를 약간 두른 팬에 비엔나를 넣고 구워주세요,4.비엔나가 거의 다 익을때쯤 메추리알과 청양고추를 넣고 같이 볶아줍니다,5.비엔나가 완전히 익으면 소스를 넣고 볶아주세요,6.접시에 담아서 완성~!",볶음,30분 이내,초급,,,"조리가공품류,난류,조미료,기타"
31,닭가슴살버섯볶음,"{'닭가슴살': '300g', '새송이버섯': '2개', '올리브유': '3T', '간장': '2T', '물엿': '1.5T', '다진마늘': '2T', '설탕': '1T', '바질': '0.5T'}","육류,버섯류",조미료,"1.재료준비 버섯 종류는 새송이나 천송이 가능,2.닭가슴살 한번 헹구어준 후,3.먹기 좋은 크기로 잘라주세요,4.버섯도 어슷썰기로 잘라주세요,5.팬에 올리브유를 적당히 두른후 다진마늘 두큰술 넣어주세요,6.약한불에 마늘을 잘 익혀주세요,7.마늘이 살짝 익으면 자른 닭가슴살 넣어주세요,8.고기의 잡내를 잡아줄 바질,9.닭가슴살 위에 솔솔 뿌려주세요,10.닭가슴살이 익으면 버섯도 넣어 익혀주세요,11.양념 간장2T, 설탕1T, 물엿1.5T를 넣어 잘 섞어주세요,12.양념을 넣고 볶아주세요 양념이 잘 베였으면 완성,13.닭가슴살과 먹음 맛있는 샐러드와 함께 준비",볶음,30분 이내,초급,,,"육류,버섯류,조미료"
32,깐풍만두,"{'만두': '10개', '대파': '1대', '쥐똥고추(or청양고추)': '기호에맞게', '다진마늘': '1T', '간장': '1T', '설탕': '1T', '식초': '2T', '물엿': '1/2T', '후추': '톡톡'}","채소류,조리가공품류","조미료,기타","1.먼저 야채를 잘게 썰어 주시는데요. 이연복 쉐프님은 쥐똥고추를 말씀하셨는데 저는 없어서 매운 청양홍고추를 사용했습니다,2.후추를 제외한 양념은 미리 한곳에 섞어 줍니다,3.달궈진 팬에 기름 약간 두르고 만두를 약불에서 노릇하게 구워 주세요,4.만두가 다 구워지면 한쪽에 밀어두고 다른 한켠에서 대파,다진마늘,매운홍고추를 넣고 볶다가 만두와 섞어 줍니다,5.준비해둔 양념에 후추약간과 물 3-4스푼을 넣어주고 재빨리 저어 살짝 졸여주면 끝!,6.야식으로 추천드리고 싶은 이연복쉐프님 깐풍만두 완성입니다,7.한입 먹어보니 고추의 매콤한 맛, 식초의 새콤한 맛, 설탕의 달달한 맛이 한데 어우려져 정말 맛있어요.맥주드시는 분들께는 간단한 술안주로도 좋을듯 합니다",볶음,15분 이내,아무나,,,"채소류,조리가공품류,조미료,기타"
33,두부볶음,"{'부침용 두부': '1모', '다진마늘': '1T', '고추장': '1T(깍아서)', '간장': '1T', '굴소스': '1/2T', '올리고당': '2T', '참기름': '1T', '깨': '1T'}",채소류,조미료,"1.먼저 두부는 얇은 두께로 썰어주시구요. 키친타올로 물기를 꾹꾹 눌러 제거해 줍니다.두부는 찌개용이 아닌 단단한 부침용을 사용하세요,2.달궈진 팬에 기름을 두르신 후 중불에서 노릇노릇 구워 줍니다.조금 바짝 구워주셔야 고기같은 쫄깃한 식감이 됩니다.,3.두부가 다 구워지면 팬에 기름 약간 두르고 다진마늘 1T를 약불에서 살짝 볶아 줍니다.약불T:성인 숟가락 기준,4.마늘이 약간 갈색빛이 나면 바로 물 3스푼을 부어 주세요,5.참기름과 깨를 제외한 모든 양념을 넣고 약불에서 한소금 끓여 줍니다.,6.끓여진 양념에 구운 두부를 넣고 볶아주다가 참기름과 깨를 넣고 마무리 합니다!이때 매콤한 것 좋아하심 청양고추를넣어 주셔요!,7.고기처럼 쫄깃쫄깃 맛있는 두부볶음 완성이에요,8.뜨끈한 밥에 올려 먹어보니 쫄깃한 식감에 매콤달콤 양념이 어우려져 참 맛있어요! 다이어트 중에도 맛있게 즐길수 있는 반찬인듯 합니다!",볶음,30분 이내,초급,,,"채소류,조미료"
